id,dateAdded,dateUpdated,address,categories,primaryCategories,city,country,keys,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateSeen,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username,sourceURLs,websites
AVwc252WIN2L1WUfpqLP,2016-10-30T21:42:42Z,2018-09-10T21:06:27Z,5921 Valencia Cir,"Hotels,Hotels and motels,Hotel and motel reservations,Resorts,Resort,Hotel",Accommodation & Food Services,Rancho Santa Fe,US,us/ca/ranchosantafe/5921valenciacir/359754519,32.990959,-117.186136,Rancho Valencia Resort Spa,92067,CA,2013-11-14T00:00:00Z,"2016-08-03T00:00:00Z,2016-07-26T00:00:00Z,2016-08-02T00:00:00Z,2016-07-17T00:00:00Z,2016-08-27T00:00:00Z,2016-08-23T00:00:00Z,2016-08-09T00:00:00Z,2016-11-07T00:00:00Z,2016-08-26T00:00:00Z",5,https://www.hotels.com/hotel/125419/reviews%20/,Our experience at Rancho Valencia was absolutely perfect from beginning to end!!!! We felt special and very happy during our stayed. I would come back in a heart beat!!!,Best romantic vacation ever!!!!,,,Paula,"http://www.hotels.com/ho125419/%25252525253Flocale%25252525253Den_US%252525252526pos%25252525253DHCOM_US,http://www.yellowbook.com/profile/rancho-valencia-resort-and-spa_1895174051.html,https://www.hotels.com/hotel/125419/reviews%20/,https://foursquare.com/v/rancho-valencia-resort--spa/4aaedb79f964a5208f6320e3,http://www.gayot.com/Hotels/Select-Your-City/United-States/California/San-Diego/Rancho-Valencia-Resort-Spa-Rancho-Santa-Fe-SDHOT02319-02",http://www.ranchovalencia.com
AVwc252WIN2L1WUfpqLP,2016-10-30T21:42:42Z,2018-09-10T21:06:27Z,5921 Valencia Cir,"Hotels,Hotels and motels,Hotel and motel reservations,Resorts,Resort,Hotel",Accommodation & Food Services,Rancho Santa Fe,US,us/ca/ranchosantafe/5921valenciacir/359754519,32.990959,-117.186136,Rancho Valencia Resort Spa,92067,CA,2014-07-06T00:00:00Z,"2016-08-02T00:00:00Z,2016-08-26T00:00:00Z,2016-08-03T00:00:00Z,2016-07-17T00:00:00Z,2016-08-09T00:00:00Z,2016-08-23T00:00:00Z,2016-08-27T00:00:00Z,2016-11-15T00:00:00Z,2016-07-26T00:00:00Z",5,https://www.hotels.com/hotel/125419/reviews%20/,Amazing place. Everyone was extremely warm and welcoming. We've stayed at some top notch places and this is definitely in our top 2. Great for a romantic getaway or take the kids along as we did. Had a couple stuffed animals waiting for our girls upon arrival. Can't wait to go back.,Sweet sweet serenity,,,D,"http://www.hotels.com/ho125419/%25252525253Flocale%25252525253Den_US%252525252526pos%25252525253DHCOM_US,http://www.yellowbook.com/profile/rancho-valencia-resort-and-spa_1895174051.html,https://www.hotels.com/hotel/125419/reviews%20/,https://foursquare.com/v/rancho-valencia-resort--spa/4aaedb79f964a5208f6320e3,http://www.gayot.com/Hotels/Select-Your-City/United-States/California/San-Diego/Rancho-Valencia-Resort-Spa-Rancho-Santa-Fe-SDHOT02319-02",http://www.ranchovalencia.com
AVwc252WIN2L1WUfpqLP,2016-10-30T21:42:42Z,2018-09-10T21:06:27Z,5921 Valencia Cir,"Hotels,Hotels and motels,Hotel and motel reservations,Resorts,Resort,Hotel",Accommodation & Food Services,Rancho Santa Fe,US,us/ca/ranchosantafe/5921valenciacir/359754519,32.990959,-117.186136,Rancho Valencia Resort Spa,92067,CA,2015-01-02T00:00:00Z,"2016-11-15T00:00:00Z,2016-08-23T00:00:00Z,2016-08-27T00:00:00Z,2016-07-26T00:00:00Z,2016-08-02T00:00:00Z,2016-07-17T00:00:00Z,2016-08-03T00:00:00Z,2016-08-09T00:00:00Z,2016-08-26T00:00:00Z",5,https://www.hotels.com/hotel/125419/reviews%20/,"We booked a 3 night stay at Rancho Valencia to play some tennis, since it is one of the highest rated tennis resorts in America. This place is really over the top from a luxury standpoint and overall experience. The villas are really perfect, the staff is great, attention to details (includes fresh squeezed orange juice each morning), restaurants, bar and room service amazing, and the tennis program was really impressive as well. We will want to come back here again.",Amazing Property and Experience,,,Ron,"http://www.hotels.com/ho125419/%25252525253Flocale%25252525253Den_US%252525252526pos%25252525253DHCOM_US,http://www.yellowbook.com/profile/rancho-valencia-resort-and-spa_1895174051.html,https://www.hotels.com/hotel/125419/reviews%20/,https://foursquare.com/v/rancho-valencia-resort--spa/4aaedb79f964a5208f6320e3,http://www.gayot.com/Hotels/Select-Your-City/United-States/California/San-Diego/Rancho-Valencia-Resort-Spa-Rancho-Santa-Fe-SDHOT02319-02",http://www.ranchovalencia.com
AVwdOclqIN2L1WUfti38,2015-11-28T19:19:35Z,2018-09-10T21:06:16Z,7520 Teague Rd,"Hotels,Hotels and motels,Travel agencies and bureaus,Hotel and Motel Management,Hotel & Motel Management,Motels,Hotel",Accommodation & Food Services,Hanover,US,us/md/hanover/7520teaguerd/-2043779672,39.155929,-76.716341,Aloft Arundel Mills,21076,MD,2016-05-15T00:00:00Z,"2016-05-21T00:00:00Z,2016-07-31T00:00:00Z",2,"https://www.tripadvisor.com/Hotel_Review-g41185-d1239660-Reviews-Aloft_Arundel_Mills-Hanover_Maryland.html,https://www.tripadvisor.com/Hotel_Review-g41185-d1239660-Reviews-or40-Aloft_Arundel_Mills-Hanover_Maryland.html%2525252523REVIEWS",Currently in bed writing this for the past hr 1/2 there have been dogs barking and squealing call the front desk to advise basically to be told there's nothing they can do. 315.00 and I can't sleep.,"Never again...beware, if you want sleep.",Richmond,VA,jaeem2016,"http://www.yellowbook.com/profile/aloft-arundel-mills_1896561264.html,https://www.yellowpages.com/hanover-md/mip/aloft-arundel-mills-458499145,https://www.hotels.com/hotel/309972/reviews%20/,http://www.yellowpages.com/hanover-md/mip/arundel-mills-hotel-partners-471898728,https://www.tripadvisor.com/Hotel_Review-g41185-d1239660-Reviews-Aloft_Arundel_Mills-Hanover_Maryland.html,https://foursquare.com/v/aloft-arundel-mills/4b82b437f964a5206edf30e3,http://www.yellowpages.com/hanover-md/mip/aloft-arundel-mills-458499145","http://www.starwoodhotels.com/alofthotels/property/overview/index.html?propertyID=3050?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,http://www.aloftarundelmills.com,https://www.marriott.com/hotels/travel/bwima-aloft-arundel-mills-bwi-airport/"
AVwdOclqIN2L1WUfti38,2015-11-28T19:19:35Z,2018-09-10T21:06:16Z,7520 Teague Rd,"Hotels,Hotels and motels,Travel agencies and bureaus,Hotel and Motel Management,Hotel & Motel Management,Motels,Hotel",Accommodation & Food Services,Hanover,US,us/md/hanover/7520teaguerd/-2043779672,39.155929,-76.716341,Aloft Arundel Mills,21076,MD,2016-07-09T00:00:00Z,2016-07-31T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g41185-d1239660-Reviews-or10-Aloft_Arundel_Mills-Hanover_Maryland.html%2525252523REVIEWS,I live in Md and the Aloft is my Home away from home...we stayed 1 night 7-7-16 ...Staff is great ! Especially Olivia who was Extra special because she remembered me by my voice over the phone ...which tells me she is very alert and pays attention to the customer their needs.AND SHE DID ! Thumbs up... More,ALWAYS GREAT STAY...,Laurel,MD,MamaNiaOne,"http://www.yellowbook.com/profile/aloft-arundel-mills_1896561264.html,https://www.yellowpages.com/hanover-md/mip/aloft-arundel-mills-458499145,https://www.hotels.com/hotel/309972/reviews%20/,http://www.yellowpages.com/hanover-md/mip/arundel-mills-hotel-partners-471898728,https://www.tripadvisor.com/Hotel_Review-g41185-d1239660-Reviews-Aloft_Arundel_Mills-Hanover_Maryland.html,https://foursquare.com/v/aloft-arundel-mills/4b82b437f964a5206edf30e3,http://www.yellowpages.com/hanover-md/mip/aloft-arundel-mills-458499145","http://www.starwoodhotels.com/alofthotels/property/overview/index.html?propertyID=3050?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,http://www.aloftarundelmills.com,https://www.marriott.com/hotels/travel/bwima-aloft-arundel-mills-bwi-airport/"
AVwdOclqIN2L1WUfti38,2015-11-28T19:19:35Z,2018-09-10T21:06:16Z,7520 Teague Rd,"Hotels,Hotels and motels,Travel agencies and bureaus,Hotel and Motel Management,Hotel & Motel Management,Motels,Hotel",Accommodation & Food Services,Hanover,US,us/md/hanover/7520teaguerd/-2043779672,39.155929,-76.716341,Aloft Arundel Mills,21076,MD,2016-06-11T00:00:00Z,2016-07-31T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g41185-d1239660-Reviews-or20-Aloft_Arundel_Mills-Hanover_Maryland.html%2525252523REVIEWS,"I stayed here with my family for my daughters wedding. It had a very accommodating staff, Olivia was excellent. The rooms were very well maintained. Would highly recommend this hotel, especially if your wedding venue is Celebrations at the Bay!",Wonderful stay,Laurel,MD,kevan777,"http://www.yellowbook.com/profile/aloft-arundel-mills_1896561264.html,https://www.yellowpages.com/hanover-md/mip/aloft-arundel-mills-458499145,https://www.hotels.com/hotel/309972/reviews%20/,http://www.yellowpages.com/hanover-md/mip/arundel-mills-hotel-partners-471898728,https://www.tripadvisor.com/Hotel_Review-g41185-d1239660-Reviews-Aloft_Arundel_Mills-Hanover_Maryland.html,https://foursquare.com/v/aloft-arundel-mills/4b82b437f964a5206edf30e3,http://www.yellowpages.com/hanover-md/mip/aloft-arundel-mills-458499145","http://www.starwoodhotels.com/alofthotels/property/overview/index.html?propertyID=3050?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,http://www.aloftarundelmills.com,https://www.marriott.com/hotels/travel/bwima-aloft-arundel-mills-bwi-airport/"
AVwdOclqIN2L1WUfti38,2015-11-28T19:19:35Z,2018-09-10T21:06:16Z,7520 Teague Rd,"Hotels,Hotels and motels,Travel agencies and bureaus,Hotel and Motel Management,Hotel & Motel Management,Motels,Hotel",Accommodation & Food Services,Hanover,US,us/md/hanover/7520teaguerd/-2043779672,39.155929,-76.716341,Aloft Arundel Mills,21076,MD,2016-04-30T00:00:00Z,2016-05-05T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g41185-d1239660-Reviews-Aloft_Arundel_Mills-Hanover_Maryland.html,"Beautiful rooms and the nicest people working there. The front desk lady, Olivia, was extremely patient and helpful. We had lots of questions and she had just as many answers. The rooms were sleek and modern. The only thing that would make this hotel better would be free breakfast, but I really am asking for a lot. A++ stay. Thank... More",Worth the money,,,Princess F,"http://www.yellowbook.com/profile/aloft-arundel-mills_1896561264.html,https://www.yellowpages.com/hanover-md/mip/aloft-arundel-mills-458499145,https://www.hotels.com/hotel/309972/reviews%20/,http://www.yellowpages.com/hanover-md/mip/arundel-mills-hotel-partners-471898728,https://www.tripadvisor.com/Hotel_Review-g41185-d1239660-Reviews-Aloft_Arundel_Mills-Hanover_Maryland.html,https://foursquare.com/v/aloft-arundel-mills/4b82b437f964a5206edf30e3,http://www.yellowpages.com/hanover-md/mip/aloft-arundel-mills-458499145","http://www.starwoodhotels.com/alofthotels/property/overview/index.html?propertyID=3050?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,http://www.aloftarundelmills.com,https://www.marriott.com/hotels/travel/bwima-aloft-arundel-mills-bwi-airport/"
AVwdOclqIN2L1WUfti38,2015-11-28T19:19:35Z,2018-09-10T21:06:16Z,7520 Teague Rd,"Hotels,Hotels and motels,Travel agencies and bureaus,Hotel and Motel Management,Hotel & Motel Management,Motels,Hotel",Accommodation & Food Services,Hanover,US,us/md/hanover/7520teaguerd/-2043779672,39.155929,-76.716341,Aloft Arundel Mills,21076,MD,2016-06-24T00:00:00Z,"2016-07-17T00:00:00Z,2016-07-31T00:00:00Z",5,"https://www.tripadvisor.com/Hotel_Review-g41185-d1239660-Reviews-Aloft_Arundel_Mills-Hanover_Maryland.html,https://www.tripadvisor.com/Hotel_Review-g41185-d1239660-Reviews-or10-Aloft_Arundel_Mills-Hanover_Maryland.html%2525252523REVIEWS","We stayed here while visiting Maryland Live!. Cute hotel in a great location. Clean, with a very modern look, upgraded bathrooms and amenities and super nice staff. Would definitely recommend and stay there again!",Great Hotel Experiece!,Clayton,NC,DebMurphy57,"http://www.yellowbook.com/profile/aloft-arundel-mills_1896561264.html,https://www.yellowpages.com/hanover-md/mip/aloft-arundel-mills-458499145,https://www.hotels.com/hotel/309972/reviews%20/,http://www.yellowpages.com/hanover-md/mip/arundel-mills-hotel-partners-471898728,https://www.tripadvisor.com/Hotel_Review-g41185-d1239660-Reviews-Aloft_Arundel_Mills-Hanover_Maryland.html,https://foursquare.com/v/aloft-arundel-mills/4b82b437f964a5206edf30e3,http://www.yellowpages.com/hanover-md/mip/aloft-arundel-mills-458499145","http://www.starwoodhotels.com/alofthotels/property/overview/index.html?propertyID=3050?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,http://www.aloftarundelmills.com,https://www.marriott.com/hotels/travel/bwima-aloft-arundel-mills-bwi-airport/"
AVwdOclqIN2L1WUfti38,2015-11-28T19:19:35Z,2018-09-10T21:06:16Z,7520 Teague Rd,"Hotels,Hotels and motels,Travel agencies and bureaus,Hotel and Motel Management,Hotel & Motel Management,Motels,Hotel",Accommodation & Food Services,Hanover,US,us/md/hanover/7520teaguerd/-2043779672,39.155929,-76.716341,Aloft Arundel Mills,21076,MD,2016-05-29T00:00:00Z,2016-07-31T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g41185-d1239660-Reviews-or30-Aloft_Arundel_Mills-Hanover_Maryland.html%2525252523REVIEWS,"I travel a lot with my job, so I'm constantly staying at hotels. When my co-workers and I arrived late last night at the Aloft the people at the front desk were more than welcoming. When I wanted to order room service I was told it was too late however, Olivia at the front desk informed me of a Italian... More",Short stay for business.,Boston,MA,kayleighwillswim1224,"http://www.yellowbook.com/profile/aloft-arundel-mills_1896561264.html,https://www.yellowpages.com/hanover-md/mip/aloft-arundel-mills-458499145,https://www.hotels.com/hotel/309972/reviews%20/,http://www.yellowpages.com/hanover-md/mip/arundel-mills-hotel-partners-471898728,https://www.tripadvisor.com/Hotel_Review-g41185-d1239660-Reviews-Aloft_Arundel_Mills-Hanover_Maryland.html,https://foursquare.com/v/aloft-arundel-mills/4b82b437f964a5206edf30e3,http://www.yellowpages.com/hanover-md/mip/aloft-arundel-mills-458499145","http://www.starwoodhotels.com/alofthotels/property/overview/index.html?propertyID=3050?scid=45f93f1b-bd77-45c9-8dab-83b6a417f6fe,http://www.aloftarundelmills.com,https://www.marriott.com/hotels/travel/bwima-aloft-arundel-mills-bwi-airport/"
AVwePiAX_7pvs4fzBSAl,2016-03-23T04:22:41Z,2018-09-10T21:06:09Z,315 SE Olympia Dr,"Hotels,Hotels and motels,Hotel and motel reservations,Corporate Lodging,Lodging,Real estate,Hotel",Accommodation & Food Services,Vancouver,US,us/wa/vancouver/315seolympiadr/1818657156,45.619212,-122.525196,Hampton Inn Suites PortlandVancouver,98684,WA,2016-01-26T00:00:00Z,2016-04-19T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-or20-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html%2525252523REVIEWS,"In my line of work, I use meeting space in hotels often. In my 15+ years of doing this work, this is the first time I've felt the undeniable pull to go out and write a hotel review, based solely on my meeting room experience. Though I did not use a guest room here, my colleagues who did shared that... More",Amazing employees and facilities,Portland,,KristyWM,"https://www.yellowpages.com/vancouver-wa/mip/hampton-inn-suites-portland-vancouver-496239125,http://www.yellowpages.com/vancouver-wa/mip/hampton-inn-suites-portland-vancouver-496239125,http://tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html,http://www.yellowbook.com/profile/hampton-inn-and-suites-portland-vancouver_1898377013.html,https://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-or10-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html%2525252523REVIEWS,http://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-or20-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html%2525252523REVIEWS,https://foursquare.com/v/hampton-inn--suites-portlandvancouver/541c7f16498e871a2bb07b9e,https://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html","http://hamptoninn3.hilton.com/en/hotels/washington/hampton-inn-and-suites-portland-vancouver-PDXVEHX/index.html,https://ad.doubleclick.net/ddm/clk/317271033;145636969;l;u=Y_PDXVEHX_W_D?http://www3.hilton.com/en_US/hi/doorway/index.htm?sourceCode=00081391andredirectURL=http%3A%2F%2Fwww3.hilton.com%2Fen%2Fhotels%2F0%2FPDXVEHX%2Findex.html%3FWT.mc_id%3DzDA01MB2OLG34YX,http://www.hamptoninn.com"
AVwePiAX_7pvs4fzBSAl,2016-03-23T04:22:41Z,2018-09-10T21:06:09Z,315 SE Olympia Dr,"Hotels,Hotels and motels,Hotel and motel reservations,Corporate Lodging,Lodging,Real estate,Hotel",Accommodation & Food Services,Vancouver,US,us/wa/vancouver/315seolympiadr/1818657156,45.619212,-122.525196,Hampton Inn Suites PortlandVancouver,98684,WA,2016-05-03T00:00:00Z,2016-05-13T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html,"The staff is very friendly and helpful. The rooms are large and nicely furnished. Feels new, as if we were the first to stay there. Actually it is more opulent than I require. The free breakfast was good with sufficient choices including fresh fruit salad, eggs, bacon, bagels and pastries and more. It was a great location for our purpose:... More",I loved our stay here,,,B M,"https://www.yellowpages.com/vancouver-wa/mip/hampton-inn-suites-portland-vancouver-496239125,http://www.yellowpages.com/vancouver-wa/mip/hampton-inn-suites-portland-vancouver-496239125,http://tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html,http://www.yellowbook.com/profile/hampton-inn-and-suites-portland-vancouver_1898377013.html,https://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-or10-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html%2525252523REVIEWS,http://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-or20-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html%2525252523REVIEWS,https://foursquare.com/v/hampton-inn--suites-portlandvancouver/541c7f16498e871a2bb07b9e,https://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html","http://hamptoninn3.hilton.com/en/hotels/washington/hampton-inn-and-suites-portland-vancouver-PDXVEHX/index.html,https://ad.doubleclick.net/ddm/clk/317271033;145636969;l;u=Y_PDXVEHX_W_D?http://www3.hilton.com/en_US/hi/doorway/index.htm?sourceCode=00081391andredirectURL=http%3A%2F%2Fwww3.hilton.com%2Fen%2Fhotels%2F0%2FPDXVEHX%2Findex.html%3FWT.mc_id%3DzDA01MB2OLG34YX,http://www.hamptoninn.com"
AVwePiAX_7pvs4fzBSAl,2016-03-23T04:22:41Z,2018-09-10T21:06:09Z,315 SE Olympia Dr,"Hotels,Hotels and motels,Hotel and motel reservations,Corporate Lodging,Lodging,Real estate,Hotel",Accommodation & Food Services,Vancouver,US,us/wa/vancouver/315seolympiadr/1818657156,45.619212,-122.525196,Hampton Inn Suites PortlandVancouver,98684,WA,2016-01-30T00:00:00Z,2016-04-19T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-or20-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html%2525252523REVIEWS,"Very friendly staff, great free breakfast items each morning, room and facilities very clean, staff superb! We had a problem with the heating system in our room and they had someone fix it within minutes! Would highly recommend this location/hotel.",Hampton Inn - Vancouver WA,Antioch,,Cathleen S,"https://www.yellowpages.com/vancouver-wa/mip/hampton-inn-suites-portland-vancouver-496239125,http://www.yellowpages.com/vancouver-wa/mip/hampton-inn-suites-portland-vancouver-496239125,http://tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html,http://www.yellowbook.com/profile/hampton-inn-and-suites-portland-vancouver_1898377013.html,https://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-or10-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html%2525252523REVIEWS,http://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html,https://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-or20-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html%2525252523REVIEWS,https://foursquare.com/v/hampton-inn--suites-portlandvancouver/541c7f16498e871a2bb07b9e,https://www.tripadvisor.com/Hotel_Review-g60820-d6594530-Reviews-Hampton_Inn_Suites_Portland_Vancouver-Vancouver_Washington.html","http://hamptoninn3.hilton.com/en/hotels/washington/hampton-inn-and-suites-portland-vancouver-PDXVEHX/index.html,https://ad.doubleclick.net/ddm/clk/317271033;145636969;l;u=Y_PDXVEHX_W_D?http://www3.hilton.com/en_US/hi/doorway/index.htm?sourceCode=00081391andredirectURL=http%3A%2F%2Fwww3.hilton.com%2Fen%2Fhotels%2F0%2FPDXVEHX%2Findex.html%3FWT.mc_id%3DzDA01MB2OLG34YX,http://www.hamptoninn.com"
